"Disaster Number","State","County","Program Area","Project Identifier","Application ID","Primary Hazard","Type","Project Title","Project Counties","Status","Subgrantee","Cost Share Percentage","Federal Share Proposed","Project Amount","Federal Share Obligated","Non Federal Share","Date Initially Approved","Date Awarded","Date Approved","Date Closed","Subgrantee Tribal Indicator","Phased Project","Date Received","Date Submitted","Environmental Document Type"
"1008","California","Los Angeles","HMGP","DR-1008-1349-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Markham HS Structural retrofit of auditorium bldg.","LOS ANGELES","Not Approved / Denied","L.A. Unified School District","","","","","","","","","1997/10/20 00:00:00","","","1997/05/30 00:00:00","","N/A"
"1008","California","Los Angeles","HMGP","DR-1008-9003-R","","","104.1: Developing, Implementing and Enforcing Codes, Standards, Ordinances and Regulations","Seismic Retrofit of 8 water retention and debris dams","LOS ANGELES","Withdrawn","Los Angeles County","0","0","0","0","0","","","1997/09/26 00:00:00","1997/10/07 00:00:00","","","1997/09/26 00:00:00","","N/A"
"1008","California","Los Angeles","HMGP","DR-1008-2705-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Structural & non-structural mitigation","LOS ANGELES","Withdrawn","Kaiser Foundation Hospitals","0","0","0","0","0","","","1997/03/11 00:00:00","1998/03/25 00:00:00","","","1997/03/11 00:00:00","","N/A"
"1008","California","Los Angeles","HMGP","DR-1008-3203-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Seismic Retrofit of Santa Anita Dam","LOS ANGELES","Closed","Los Angeles County","0.75000183","205163","273550","205163","68387","","","1997/10/14 00:00:00","2005/03/03 00:00:00","","","1997/08/06 00:00:00","","CATEX"
"1008","California","Los Angeles","HMGP","DR-1008-2706-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Structural & non-structural mitigation","LOS ANGELES","Withdrawn","Kaiser Foundation Hospitals","","","","","","","","","1997/02/10 00:00:00","","","1997/02/10 00:00:00","","N/A"
"1008","California","Los Angeles","HMGP","DR-1008-2749-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Structural & non-structural mitigation","LOS ANGELES","Withdrawn","Valley Presbyterian Hospital","","","","","","","","","1997/02/10 00:00:00","","","1997/02/10 00:00:00","","N/A"
"1008","California","Los Angeles","HMGP","DR-1008-3141-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Seismic Retrofit of Police Station/ North Wing","LOS ANGELES","Not Approved / Denied","Azusa","","","","","","","","","1997/09/17 00:00:00","","","1997/08/06 00:00:00","","N/A"
"1008","California","Los Angeles","HMGP","DR-1008-4010-R","","","104.1: Developing, Implementing and Enforcing Codes, Standards, Ordinances and Regulations","Research Project for Earthquake  Mitigation of Woodframe Construction","LOS ANGELES","Void","CA Univ. for Research in Earthquake Engineering","","","","","","","","","1997/08/21 00:00:00","","","1997/08/21 00:00:00","","CATEX"
"1008","California","Los Angeles","HMGP","DR-1008-1339-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Structural Retrofit/ Main Building","LOS ANGELES","Closed","L.A. Unified School District","0.7499995","378506","504675","378506","126169","","","1998/10/02 00:00:00","2003/03/12 00:00:00","","","1997/02/25 00:00:00","","CATEX"
"1008","California","Los Angeles","HMGP","DR-1008-2736-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Structural & non-structural mitigation","LOS ANGELES","Withdrawn","San Fernando Community Hospital","","","","","","","","","1997/02/10 00:00:00","","","1997/02/10 00:00:00","","N/A"
"1008","California","Los Angeles","HMGP","DR-1008-2737-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Structural & non-structural mitigation","LOS ANGELES","Withdrawn","San Fernando Community Hospital","","","","","","","","","1997/02/10 00:00:00","","","1997/02/10 00:00:00","","N/A"
"1008","California","Los Angeles","HMGP","DR-1008-2744-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Structural & non-structural mitigation","LOS ANGELES","Withdrawn","Santa Monica Hospital Med. Center","0","0","0","0","0","","","1997/03/18 00:00:00","1998/03/17 00:00:00","","","1997/03/18 00:00:00","","N/A"
"1008","California","Los Angeles","HMGP","DR-1008-3102-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Granada Trunk Line Relocation","LOS ANGELES","Closed","L.A. City, Dept. of Water & Power","0.75","2427825","3237100","2427825","809275","","","1998/05/20 00:00:00","2003/09/02 00:00:00","","","1997/08/06 00:00:00","","CATEX"
"1008","California","Los Angeles","HMGP","DR-1008-3125-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Seismic Retrofit of Electrical Distribution Station #37","LOS ANGELES","Withdrawn","L.A. City, Dept. of Water & Power","0","0","0","0","0","","","1997/12/19 00:00:00","2000/03/08 00:00:00","","","1997/02/28 00:00:00","","CATEX"
"1008","California","Los Angeles","HMGP","DR-1008-2154-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Non-Structural Seismic Bracing of Contents","LOS ANGELES","Withdrawn","L.A. Co., Dept. of Health Services","0","0","0","0","0","","","1998/06/25 00:00:00","2003/08/19 00:00:00","","","1997/10/01 00:00:00","","CATEX"
"1008","California","Los Angeles","HMGP","DR-1008-3127-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Civic Center Parking Structure Seismic Retrofit","LOS ANGELES","Closed","West Covina","0.75000044","425914","567885","425914","141971","","","1997/10/15 00:00:00","2000/05/11 00:00:00","","","1997/01/10 00:00:00","","CATEX"
"1008","California","Los Angeles","HMGP","DR-1008-2565-R","","","205.4: Non Structural Retrofitting/Rehabilitating Public Structures - Seismic","Non-Structural Seismic Bracing and Contents","LOS ANGELES","Closed","L.A. Co., Dept. of Health Services","0.75","5557893","7410526","5557893","1852631","","","1998/05/07 00:00:00","2003/11/06 00:00:00","","","1997/12/31 00:00:00","","CATEX"
"1008","California","Los Angeles","HMGP","DR-1008-2727-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Structural & non-structural mitigation","LOS ANGELES","Withdrawn","Childrens' Hospital of Los Angeles","0","0","0","0","0","","","1997/03/18 00:00:00","1998/03/17 00:00:00","","","1997/03/18 00:00:00","","N/A"
"1008","California","Los Angeles","HMGP","DR-1008-3027-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","DeLacey Avenue Parking Structure","LOS ANGELES","Not Approved / Denied","Pasadena","","","","","","","","","1997/04/28 00:00:00","","","1997/04/28 00:00:00","","N/A"
"1008","California","Los Angeles","HMGP","DR-1008-2721-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Structural & Non-structural mitigation","LOS ANGELES","Withdrawn","Orthopedic Hospital","","","","","","","","","1997/02/10 00:00:00","","","1997/02/10 00:00:00","","N/A"
"1008","California","Los Angeles","HMGP","DR-1008-1361-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Science Building Repair & Mitigation","LOS ANGELES","Not Approved / Denied","L.A. Unified School District","","","","","","","","","1998/07/20 00:00:00","","","1997/12/08 00:00:00","","N/A"
"1008","California","Los Angeles","HMGP","DR-1008-2624-R","","","205.4: Non Structural Retrofitting/Rehabilitating Public Structures - Seismic","Non-structural contents seismic bracing","LOS ANGELES","Withdrawn","Torrance Memorial Medical Center","0","0","0","0","0","","","1998/05/08 00:00:00","2000/10/06 00:00:00","","","1997/10/01 00:00:00","","CATEX"
"1008","California","Los Angeles","HMGP","DR-1008-2625-R","","","205.4: Non Structural Retrofitting/Rehabilitating Public Structures - Seismic","Non structural contents seismic bracing","LOS ANGELES","Withdrawn","Torrance Memorial Medical Center","0","0","1","0","0","","","1998/05/08 00:00:00","2000/10/06 00:00:00","","","1997/10/01 00:00:00","","CATEX"
"1008","California","Los Angeles","HMGP","DR-1008-8011-F","","","104.1: Developing, Implementing and Enforcing Codes, Standards, Ordinances and Regulations","Mitigation of economic losses for wood frame structures","LOS ANGELES","Closed","Los Angeles","0.75","149967","199956","149967","49989","","","1997/12/19 00:00:00","2003/04/23 00:00:00","","","1997/08/25 00:00:00","","CATEX"
"935","California","Alameda","HMGP","DR-0935-0011-R","","","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Martin Luther King Civic Center Seismic Retrofit","ALAMEDA","Closed","Berkeley","0.5","199229","398458","199229","199229","","","1998/06/30 00:00:00","2002/05/17 00:00:00","","","1998/06/30 00:00:00","","CATEX"
"935","California","Los Angeles","HMGP","DR-0935-0004-R","","","403.2: Stormwater Management - Diversions","LIVE OAKS SPRINGS & SAND CANYON'S FLOOD CONTROL PROJECTS","LOS ANGELES","Closed","Santa Clarita, City of","0.35843821","1139412","3178824","1139412","2039412","","","1993/08/18 00:00:00","2002/12/02 00:00:00","","","1992/11/23 00:00:00","","EA"
"935","California","Los Angeles","HMGP","DR-0935-0006-R","","","100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)","LA COUNTY SWIFT WATER RESCUE","LOS ANGELES","Not Approved / Denied","Los Angeles County","0","0","0","0","0","","","","2006/02/06 00:00:00","","","1993/09/23 00:00:00","","N/A"
"935","California","Los Angeles","HMGP","DR-0935-0002-R","","","100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)","STORM DAMAGE MITIGATION EDUCATION PROJECT","LOS ANGELES","Closed","Los Angeles","0.5","5000","10000","5000","5000","","","1993/03/16 00:00:00","2006/02/06 00:00:00","","","1992/11/20 00:00:00","","CATEX"
"935","California","Los Angeles","HMGP","DR-0935-0010-R","","","100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)","EDUCATIONAL PROGRAM FOR FLOOD CONTROL SYSTEM","LOS ANGELES","Closed","L.A. Co., Office of Education","0.5","38488","76976","38488","38488","","","1997/02/01 00:00:00","2006/02/06 00:00:00","","","1996/06/07 00:00:00","","CATEX"
"935","California","Orange","HMGP","DR-0935-0008-R","","","403.2: Stormwater Management - Diversions","HUNTINGTON BEACH FLOUNDER PUMP UPGRADE","ORANGE","Closed","Huntington Beach","0.5","330461","660922","330461","330461","","","1996/10/01 00:00:00","2006/02/06 00:00:00","","","1993/09/26 00:00:00","","CATEX"
"935","California","Ventura","HMGP","DR-0935-0003-R","","","403.2: Stormwater Management - Diversions","AMALFI WAY STORM DRAIN PROJ.& EXTENSION OF OUTRIGGER DRAIN","VENTURA","Closed","Oxnard","0.5","200729","401458","200729","200729","","","1993/03/18 00:00:00","1996/03/29 00:00:00","","","1992/11/20 00:00:00","","CATEX"
"935","California","Ventura","HMGP","DR-0935-0001-R","","","403.1: Stormwater Management - Culverts","HUNTER HOUSE ROAD/CULVERT REPAIRS.","VENTURA","Not Approved / Denied","Calabasas","0","","","0","0","","","","1993/04/01 00:00:00","","","1992/11/20 00:00:00","","N/A"
"935","California","Statewide","HMGP","DR-0935-M001-M","","","700.1: Management Costs - Salaries","State Managemnet Cost","STATEWIDE","Closed","Office of Emergency Service","0.5","3672","7344","3672","3672","","","1997/03/21 00:00:00","2006/02/06 00:00:00","","","1997/01/17 00:00:00","","N/A"
"935","California","Los Angeles","HMGP","DR-0935-0007-R","","","100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)","LA CITY SWIFT WATER RESCUE","LOS ANGELES","Not Approved / Denied","L.A. City, Fire Department","","","","","","","","","1993/10/05 00:00:00","","","1993/09/23 00:00:00","","N/A"
"935","California","Orange","HMGP","DR-0935-0009-R","","","403.2: Stormwater Management - Diversions","HUNTINGTON BEACH FLOUNDER PUMP CONTROLS","ORANGE","Closed","Huntington Beach","0.5","90000","180000","90000","90000","","","1994/02/01 00:00:00","2006/02/06 00:00:00","","","1993/11/01 00:00:00","","CATEX"
"935","California","San Bernardino","HMGP","DR-0935-0005-R","","","403.2: Stormwater Management - Diversions","PIPELINE AVENUE STORM DRAIN","SAN BERNARDINO","Closed","CHINO","0.30892027","296236","958940","296236","662704","","","1994/08/01 00:00:00","2006/02/06 00:00:00","","","1993/04/02 00:00:00","","CATEX"
"4308","California","Santa Barbara","HMGP","DR-4308-0033","50","Flood","403.6: Aquifer Storage and Recovery (ASR)","WITHDRAWN-Solvang, Well 22 Upgrade & Activation","SANTA BARBARA","Closed","Solvang","0.75","749369.25","999159","","249790","","","","2018/09/24 17:40:51","No","","","2018/06/01 00:00:00",""
"5183","Arizona","Yavapai","HMGP","DR-5183-0005","5","Fire","300.2: Vegetation Management - Wildfire","AZ Dept of Forestry, Prescott Valley Mastication","YAVAPAI","Pending","ARIZONA STATE FORESTRY DIVISION","0.75","221625","295500","","73875","","","","","No","","2019/05/15 00:00:00","2019/02/25 00:00:00",""
"1646","California","Statewide","HMGP","DR-1646-0001-M","9999","Flood","700.1: Management Costs - Salaries","State Management Costs","STATEWIDE","Closed","Statewide","0.75","194556.75","259409","174428","64852","2007/07/05 00:00:00","","2014/07/11 00:00:00","2015/04/22 00:00:00","No","","2014/07/11 00:00:00","2014/07/11 00:00:00","CATEX"
"1447","Northern Mariana Islands","Saipan","HMGP","DR-1447-0013-R","3","","405.1: Other Minor Flood Control","PSS Drainage","SAIPAN","Closed","PUBLIC SCHOOL SYSTEM - CNMI","0.9","135193.5","150215","135194","15021","2004/12/07 00:00:00","","2015/02/23 00:00:00","2015/02/25 17:25:21","No","","2015/02/23 00:00:00","2015/02/23 00:00:00","CATEX"
"4308","California","San Luis Obispo","HMGP","DR-4308-0005-R","223","Flood","500.1: Flood Control - Floodwall","City of San Luis Obispo Water Resource Recovery Facility Project Flood Managment","SAN LUIS OBISPO","Approved","San Luis Obispo","0.75","2077103.25","2769471","2077103.25","692368","2018/09/13 00:00:00","","2019/05/14 00:00:00","","No","Yes","2019/04/25 00:00:00","2019/04/25 00:00:00","CATEX"
"4431","California","Calaveras","HMGP","DR-4431-0006-R","28","Flood","202.3: Elevation of Public Structures - Riverine","CCWD, Hunters Raw Water Pump Station Mitigation Project","CALAVERAS","Approved","CALAVERAS COUNTY WATER DISTRICT","0.75","210000","280000","210000","70000","2021/03/15 00:00:00","","2021/03/15 00:00:00","","No","No","2020/10/01 00:00:00","2020/07/28 00:00:00","CATEX"
"4307","Nevada","Washoe","HMGP","DR-4307-0002-R","2","Flood","200.1: Acquisition of Private Real Property (Structures and Land) - Riverine","2018 Swan Lake Home Acquisition & Demolition Project","WASHOE","Approved","Washoe (County)","0.75","1034981.25","1379975","1034981.25","344993.75","2021/04/21 00:00:00","","2021/04/21 00:00:00","","No","No","2018/06/05 00:00:00","2018/06/05 00:00:00","CATEX"
"4431","California","Riverside","HMGP","DR-4431-0011","101","Flood","403.1: Stormwater Management - Culverts"," + Wildomar, City of, Bundy Canyon Road Flood Control Drainage Improvements","RIVERSIDE","Pending","Wildomar","0.75","2137269.75","2849693","","712423","","","","","No","","","2020/07/28 00:00:00",""
"5189","California","Statewide","HMGP","DR-5189-0012-M","9999","Fire","700.1: Management Costs - Salaries","State Management Costs","STATEWIDE","Approved","Statewide","1","19287","19287","19287","0","2021/05/07 00:00:00","","2021/05/07 00:00:00","","No","","2021/04/29 00:00:00","2021/04/06 00:00:00","CATEX"
"1911","California","Imperial","HMGP","DR-1911-0005","6","Flood","405.1: Other Minor Flood Control","Imperial County-Township of Seeley Drainage Improvements","IMPERIAL","Closed","Imperial (County)","0.75","1437596.25","1916795","","479199","","","","2018/08/09 16:55:43","No","","","2011/11/09 00:00:00",""
"1447","Northern Mariana Islands","Saipan","HMGP","DR-1447-0007-R","1","","205.8: Retrofitting Public Structures - Wind","CEC Typhoon Shutters","SAIPAN","Closed","COMMONWEALTH ELECTION COMMISSION","0.9","3200.4","3556","3200","356","2004/10/20 00:00:00","","2013/08/21 00:00:00","2014/02/04 00:00:00","No","","2013/08/21 00:00:00","2013/08/21 00:00:00","CATEX"
"5189","California","Santa Barbara","HMGP","DR-5189-0010-R","10","Mud/Landslide","403.8: Floodwater and Mudflow diversions - post-wildfire","Santa Barbara County, Romero Creek Debris Basin Capacity Improvement","SANTA BARBARA","Approved","Santa Barbara (County)","0.5717344","1864334.97","3260841","1864334.97","1396506.03","2021/11/23 00:00:00","","2021/11/23 00:00:00","","No","No","2019/06/11 00:00:00","2019/02/28 00:00:00","EA"
"1731","California","Napa","HMGP","DR-1731-0019-R","1","Flood","403.1: Stormwater Management - Culverts","City of Napa, Napa Creek Flood Protection Culvert Project","NAPA","Closed","Napa","0.7017543","3999999.51","5700000","","1700000","","","","2014/01/09 19:27:19","No","","2009/01/23 00:00:00","2009/01/13 00:00:00",""
"1731","California","Sierra","HMGP","DR-1731-0006-P","55","","91.1: Local Multihazard Mitigation Plan","Sierra County Hazard Mitigation Plan","SIERRA","Closed","Sierra (County)","0.75","57959.25","77279","57959","19320","2009/07/13 00:00:00","","2012/07/20 00:00:00","2014/11/21 00:00:00","No","","2012/07/20 00:00:00","2012/07/20 00:00:00","CATEX"
"1888","Arizona","Navajo","HMGP","DR-1888-0016-R","201","Fire","205.1: Retrofitting Private Structures - Wildfire","White Mountain Apache-Rainbow City Ignition Resistant Materials Project","NAVAJO","Closed","White Mountain Apache Tribe","0.75","62562.75","83417","62563","20854","2013/09/03 00:00:00","","2013/09/03 00:00:00","2015/05/27 00:00:00","Yes","","2013/08/21 00:00:00","2013/08/21 00:00:00","CATEX"
"5183","Arizona","Yavapai","HMGP","DR-5183-0007-R","7","Fire","300.2: Vegetation Management - Wildfire","AZ Dept of Forestry, Iron King Mastication","YAVAPAI","Pending","ARIZONA STATE FORESTRY DIVISION","0.75","218250","291000","","72750","","","","","No","","2019/05/15 00:00:00","2019/02/26 00:00:00",""
"1968","California","Santa Cruz","HMGP","DR-1968-0007-R","145","Flood","403.1: Stormwater Management - Culverts; 
403.2: Stormwater Management - Diversions","Santa Cruz County-Storm Drainage Improvements for the Rio Del Mar Flats","SANTA CRUZ","Closed","Santa Cruz (County)","0.75","601692","802256","601692","200564","2014/12/11 00:00:00","","2019/03/01 00:00:00","2019/03/01 00:00:00","No","","2019/02/28 00:00:00","2019/02/28 00:00:00","CATEX"
"1738","Nevada","Lyon","HMGP","DR-1738-0003-R","2","","100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)","Lyon County Public Outreach","LYON","Closed","LYON COUNTY EMERGENCY MGMT","0.6871755","7899.08","11495","7899","3596","2009/07/28 00:00:00","","2014/01/22 00:00:00","2014/01/22 00:00:00","No","","2014/01/22 00:00:00","2014/01/22 00:00:00","CATEX"
"4307","Nevada","Storey","HMGP","DR-4307-0004-R","4","Flood","601.2: Generators - Regular","Storey County, Emergency Shelter Backup Generator","STOREY","Closed","Storey (County)","0.75","73489.5","97986","73489","24496","2018/08/27 00:00:00","","2018/08/27 00:00:00","2019/11/18 00:00:00","No","No","2018/06/07 00:00:00","2018/06/07 00:00:00","CATEX"
"1888","Arizona","Pinal","HMGP","DR-1888-0019","101","Fire","100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.); 
300.2: Vegetation Management - Wildfire","Gila River Indian Community-Vegetation Management-Fuel Reduction Project","PINAL","Closed","Gila River Indian Reservation","0.75","106343.25","141791","","35448","","","","2015/01/08 18:48:51","Yes","","","2015/01/08 00:00:00",""
"4308","California","Statewide","HMGP","DR-4308-0023-P","215","","91.4: Local Multijurisdictional Multihazard Mitigation Plan - NEW ","Dept of Conservation 7% Statewide Tsunami Risk Reduction Plan","STATEWIDE","Approved","DEPARTMENT OF CONSERVATION","0.75","238620.75","318161","238620","79540","2018/06/15 00:00:00","","2018/06/15 00:00:00","","No","No","2018/06/11 00:00:00","2018/06/01 00:00:00","CATEX"
"5189","California","Santa Barbara","HMGP","DR-5189-0011-R","9","","403.8: Floodwater and Mudflow diversions - post-wildfire","Santa Barbara County, Cold Springs Creek Debris Basin Capacity Improvement","SANTA BARBARA","Approved","Santa Barbara (County)","0.75","1887486","2516648","1887486","629162","2021/11/23 00:00:00","","2021/11/23 00:00:00","","No","No","2019/06/11 00:00:00","2019/02/28 00:00:00","EA"
"4308","California","Santa Clara","HMGP","DR-4308-0044","313","Flood","303.2: Floodplain and Stream Restoration"," +Santa Clara VWD, San Francisquito Creek Flood Protection Project","SANTA CLARA","Closed","SANTA CLARA VALLEY WATER DIST","0.717283","4999999.75","6970749","","1970749","","","","2022/02/11 21:45:28","No","","","2019/10/30 00:00:00",""
"1888","Arizona","Apache","HMGP","DR-1888-0018-R","402","Flood","601.1: Generators; 
602.1: Other Equipment Purchase and Installation","Navajo Nation-Electrical Back-Up Generators for Critical Facilities","APACHE","Approved","Navajo Nation Reservation (Also NM and UT)","0.75","146843.25","195791","146843","48947.75","2014/08/28 00:00:00","","2021/04/01 00:00:00","","Yes","","2021/04/01 00:00:00","2021/04/01 00:00:00","CATEX"
"1888","Arizona","Gila","HMGP","DR-1888-0004-R","4","Flood","200.3: Acquisition of Public Real Property (Structures and Land) - Riverine"," +Gila County- January 2010 Buy Out #3","GILA","Closed","Gila (County)","0.75","0","0","","50470","","","","2018/01/19 23:50:26","No","","2011/05/27 00:00:00","2011/05/06 00:00:00",""
"4308","California","Orange","HMGP","DR-4308-0045","315","Flood","500.2: Flood Control - Berm, Levee, or Dike"," +Orange, City of, Cambridge Storm Drain Improvements","ORANGE","Closed","Orange","0.75","2573885.25","3431847","","857962","","","","2022/02/11 21:45:45","No","","","2019/10/30 00:00:00",""
"1629","Nevada","Washoe","HMGP","DR-1629-0004-R","4","Flood","301.1: Shoreline Stabilization (Riprap, etc.)","City of Reno Protect Lawton Interceptor at Oxbow","WASHOE","Closed","Reno","0.75","293651.25","391535","293651","97884","2007/10/15 00:00:00","","2014/02/20 00:00:00","2014/02/20 00:00:00","No","","2014/02/20 00:00:00","2014/02/20 00:00:00","EA"
"1731","California","Orange","HMGP","DR-1731-0020-R","12","Earthquake","205.3: Non Structural Retrofitting/Rehabilitating Private Structures - Seismic","St. Joseph Health System/St. Jude Medical Center-West Building - NPC-3","ORANGE","Closed","ST. JOSEPH HEALTH SYSTEM","0.75","295736.25","394315","0","98579","","","2009/04/15 00:00:00","2014/01/09 19:27:49","No","","2009/01/24 00:00:00","2009/01/14 00:00:00","CATEX"
"1859","American Samoa","Statewide","HMGP","DR-1859-0002-P","2","","92.1: State Multihazard Mitigation Plan","American Samoa Disaster GAP Analysis Plan Update","STATEWIDE","Closed","Statewide","0.9","320940","356600","320940","35660","2011/03/30 00:00:00","","2011/03/30 00:00:00","2017/09/22 00:00:00","No","","2011/03/28 00:00:00","2011/03/28 00:00:00","CATEX"
"5111","California","Calaveras","HMGP","DR-5111-0001-R","1","","300.6: Vegetation Management - Erosion","Calaveras County 2015 Butte Fire/Mokelumne Hazard Mitigation","CALAVERAS","Closed","Calaveras (County)","0.735774","432815.38","588245","0","155430","","","2018/03/12 00:00:00","2018/08/21 15:59:55","No","No","2016/04/27 00:00:00","2015/12/10 00:00:00","EA"
"4224","Guam","Guam","HMGP","DR-4224-0003-M","1","Other (Specify in Comments)","700.1: Management Costs - Salaries","State Management Cost","GUAM","Closed","Statewide","1","24166.82","24166.82","24166.82","0","2017/12/29 00:00:00","","2021/01/05 00:00:00","2021/01/04 00:00:00","No","","2020/11/16 00:00:00","2020/11/16 00:00:00","CATEX"
"5095","Arizona","Mohave","HMGP","DR-5095-0005-R","4","Fire","300.2: Vegetation Management - Wildfire","Mohave Valley Fire Safe Community Project #2, FMAG HMGP","MOHAVE","Closed","ARIZONA STATE FORESTRY DIVISION","0.75","31953.23","42604.31","31953.23","10651.08","2018/02/16 00:00:00","","2021/03/24 00:00:00","2021/03/24 00:00:00","No","No","2021/03/22 00:00:00","2021/03/22 00:00:00","EA"
"5095","Arizona","Mohave","HMGP","DR-5095-0003-R","3","Fire","300.2: Vegetation Management - Wildfire","DW Ranch Fuels Reduction Project #1,  FMAG HMGP","MOHAVE","Closed","ARIZONA STATE FORESTRY DIVISION","0.75","213366.47","284488.63","213366.47","71122.16","2017/12/05 00:00:00","","2021/03/24 00:00:00","2021/03/24 00:00:00","No","No","2021/03/22 00:00:00","2021/03/22 00:00:00","EA"
"4308","California","San Joaquin","HMGP","DR-4308-0009-R","109","Flood","403.1: Stormwater Management - Culverts","San Joaquin County-Kennefick Road","SAN JOAQUIN","Approved","San Joaquin (County)","0.75","899250","1199000","899250","299750","2019/03/26 00:00:00","","2022/01/27 00:00:00","","No","Yes","2022/01/27 00:00:00","2022/01/27 00:00:00","CATEX"
"1731","California","Sonoma","HMGP","DR-1731-0016-R","38","Earthquake","205.4: Non Structural Retrofitting/Rehabilitating Public Structures - Seismic","Sonoma County Water Agency, Santa Rosa Aqueduct Seismic HM Project","SONOMA","Closed","Sonoma (County)","0.75","1370360.25","1827147","0","456787","","","2010/09/07 00:00:00","2014/01/09 19:21:33","No","","2009/01/24 00:00:00","2009/01/13 00:00:00","CATEX"
"1731","California","Siskiyou","HMGP","DR-1731-0003-P","6","","91.1: Local Multihazard Mitigation Plan","Siskiyou County Multi-Jurisdictional LHMP","SISKIYOU","Closed","Siskiyou (County)","0.75","93750","125000","93750","31250","2009/07/13 00:00:00","","2009/12/04 00:00:00","2013/01/02 00:00:00","No","","2009/12/01 00:00:00","2009/12/01 00:00:00","CATEX"
"1583","Nevada","Statewide","HMGP","DR-1583-0002-R","3","Earthquake","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","State of Nevada Public Works Board Seismic Retrofit","CARSON CITY; STATEWIDE","Closed","NEVADA STATE PUBLIC WORKS BOARD","0.75","328518.75","438025","328519","109506","2007/04/05 00:00:00","","2009/10/16 00:00:00","2009/10/16 00:00:00","No","","2009/10/16 00:00:00","2009/10/16 00:00:00","CATEX"
"4203","Arizona","Maricopa","HMGP","DR-4203-0004","4","Other (Specify in Comments)","200.7: Acquisition of Private Real Property (Structures and Land) - Erosion","**City of Phoenix, Miller Property Acquisition","MARICOPA","Pending","Phoenix","0.75","283925.25","378567","","94642","","","","","No","","","2015/09/18 00:00:00",""
"4307","Nevada","Statewide","HMGP","DR-4307-0001-M","9999","Flood","700.1: Management Costs - Salaries","4307-NV State Management Costs","STATEWIDE","Approved","Statewide","1","131510","131510","131510","0","2017/07/05 00:00:00","","2018/11/15 00:00:00","","No","","2018/11/09 00:00:00","2018/11/09 00:00:00","CATEX"
"4308","California","Mendocino","HMGP","DR-4308-0036-R","306","Fire","205.1: Retrofitting Private Structures - Wildfire","Mendocino County Redwood Complex Ignition-Resistant Construction","MENDOCINO","Approved","Mendocino (County)","0.75","304089.75","405453","304089.75","101363","2020/08/07 00:00:00","","2020/08/07 00:00:00","","No","Yes","2020/05/07 00:00:00","2019/10/30 00:00:00","CATEX"
"1281","Nevada","Statewide","HMGP","DR-1281-0001-M","1","Flood","700.1: Management Costs - Salaries","State Management Costs","STATEWIDE","Closed","Statewide","0.75","14886","19848","14886","4962","2000/07/19 00:00:00","","2005/08/18 00:00:00","2005/08/18 22:44:16","No","","2005/08/18 00:00:00","2005/08/18 00:00:00","CATEX"
"1968","California","Statewide","HMGP","DR-1968-0003-P","152","","92.1: State Multihazard Mitigation Plan","7 %  2013 Enhanced State Hazard Mitigation Plan","STATEWIDE","Closed","Statewide","0.75","501188.25","668251","501188","167063","2013/01/18 00:00:00","","2017/09/06 00:00:00","2017/09/06 00:00:00","No","","2017/09/06 00:00:00","2017/09/06 00:00:00","CATEX"
"1743","Hawaii","Statewide","HMGP","DR-1743-0003-M","4","Other (Specify in Comments)","700.1: Management Costs - Salaries","(State) Management Costs","STATEWIDE","Closed","Statewide","1","485","485","485","0","2011/11/30 00:00:00","","2016/09/12 00:00:00","2016/09/12 19:28:07","No","","2016/09/12 00:00:00","2016/09/12 00:00:00","CATEX"
